,0,1,2,3,4,5,6,7,8,9
14,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
15,(0.01997323522979593+0j),(-0.017252167429909395+0j),(0.008123442632956715+0j),(-0.013659570205160315+0.006972068710460392j),(-0.013659570205160315-0.006972068710460392j),(-0.00883376609272166+0.006133645324478803j),(-0.00883376609272166-0.006133645324478803j),(-0.00419616042066934+0j),(-0.014382258037325388+0j),(0.014141133097164646+0j)
16,(0.019973235229795824+0j),(-0.01725216742990924+0j),(0.008123442632956798+0j),(-0.013659570205160359+0.006972068710460407j),(-0.013659570205160359-0.006972068710460407j),(-0.008833766092721695+0.006133645324478785j),(-0.008833766092721695-0.006133645324478785j),(-0.004196160420669325+0j),(-0.014382258037325407+0j),(0.014141133097164698+0j)
17,(0.019973235229795903+0j),(-0.017252167429909215+0j),(0.008123442632956711+0j),(-0.013659570205160475+0.00697206871046043j),(-0.013659570205160475-0.00697206871046043j),(-0.008833766092721783+0.0061336453244788015j),(-0.008833766092721783-0.0061336453244788015j),(-0.004196160420669412+0j),(-0.014382258037325412+0j),(0.014141133097164646+0j)
18,(0.01997323522979605+0j),(-0.01725216742990953+0j),(0.008123442632956663+0j),(-0.013659570205160367+0.006972068710460409j),(-0.013659570205160367-0.006972068710460409j),(-0.00883376609272169+0.0061336453244788145j),(-0.00883376609272169-0.0061336453244788145j),(-0.00419616042066935+0j),(-0.014382258037325424+0j),(0.014141133097164738+0j)
19,(0.002271231153802917+0j),(-0.001588121879180621+0j),(0.04914399901084599+0j),(-0.0861060146076474-0.019596572776178427j),(-0.0861060146076474+0.019596572776178427j),(-0.07823532901788256-0.01624864696831408j),(-0.07823532901788256+0.01624864696831408j),(0.013741749988544945+0j),(-0.03252965055383622+0j),(-0.034833027931042704+0j)
20,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
21,(0.03087528156046193+0j),(-0.026490447951151474+0j),(0.008011504329992569+0j),(0.01460552231785414-0.014354380513561209j),(0.01460552231785414+0.014354380513561209j),(-0.009398021193550711-0.010464953252045653j),(-0.009398021193550711+0.010464953252045653j),(0.039325922077414886+0j),(-0.0018962095807125345+0j),(-0.005793223832505264+0j)
22,(0.030875281560461744+0j),(-0.026490447951151228+0j),(0.008011504329992591+0j),(0.014605522317854048-0.014354380513561353j),(0.014605522317854048+0.014354380513561353j),(-0.009398021193551024-0.010464953252045682j),(-0.009398021193551024+0.010464953252045682j),(0.03932592207741508+0j),(-0.0018962095807128702+0j),(-0.005793223832505049+0j)
23,(0.030875281560461782+0j),(-0.026490447951151377+0j),(0.008011504329992362+0j),(0.014605522317854027-0.014354380513561216j),(0.014605522317854027+0.014354380513561216j),(-0.009398021193550724-0.010464953252045583j),(-0.009398021193550724+0.010464953252045583j),(0.03932592207741475+0j),(-0.0018962095807125148+0j),(-0.005793223832505333+0j)
24,(0.16333511698541905+0j),(-0.1415703140466697+0j),(-0.04893526413954998+0j),(-0.0492640815059099+0.05390542496269997j),(-0.0492640815059099-0.05390542496269997j),(-0.07716111122670072+0.019072258381754158j),(-0.07716111122670072-0.019072258381754158j),(-0.028449736707335433+0j),(-0.019279676516533867+0j),(-0.11750127989428166+0j)
25,(0.019973235229795914+0j),(-0.017252167429909343+0j),(0.008123442632956505+0j),(-0.013659570205160463+0.00697206871046048j),(-0.013659570205160463-0.00697206871046048j),(-0.008833766092721771+0.006133645324478807j),(-0.008833766092721771-0.006133645324478807j),(-0.004196160420669388+0j),(-0.014382258037325388+0j),(0.01414113309716461+0j)
26,(-0.0020622039072102495+0j),(0.001752316300276518+0j),(-0.021087260704690237+0j),(-0.006358352763042866+0.07515196897684727j),(-0.006358352763042866-0.07515196897684727j),(-0.014434990045651252+0.03131544475099847j),(-0.014434990045651252-0.03131544475099847j),(-0.04263398805486643+0j),(0.053482437240441626+0j),(-0.1375223632076047+0j)
27,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
28,(-0.0309061688244938+0j),(0.027006409884580543+0j),(0.023105987805350493+0j),(-0.0213181137320605+0.04173663108227002j),(-0.0213181137320605-0.04173663108227002j),(-0.006362452071947407+0.038202817683399844j),(-0.006362452071947407-0.038202817683399844j),(0.0391553362969521+0j),(-0.017722777767671307+0j),(-0.007524177868721914+0j)
29,(-0.030906168824494037+0j),(0.027006409884580713+0j),(0.023105987805350548+0j),(-0.021318113732060356+0.041736631082270007j),(-0.021318113732060356-0.041736631082270007j),(-0.006362452071947299+0.03820281768339983j),(-0.006362452071947299-0.03820281768339983j),(0.03915533629695206+0j),(-0.017722777767671193+0j),(-0.007524177868721882+0j)
30,(-0.030906168824494033+0j),(0.027006409884580737+0j),(0.02310598780535047+0j),(-0.02131811373206049+0.04173663108227011j),(-0.02131811373206049-0.04173663108227011j),(-0.0063624520719474074+0.03820281768339984j),(-0.0063624520719474074-0.03820281768339984j),(0.039155336296952045+0j),(-0.0177227777676712+0j),(-0.007524177868721937+0j)
31,(-0.03090616882449428+0j),(0.027006409884580966+0j),(0.023105987805350486+0j),(-0.021318113732060398+0.04173663108227j),(-0.021318113732060398-0.04173663108227j),(-0.006362452071947183+0.03820281768339981j),(-0.006362452071947183-0.03820281768339981j),(0.039155336296952004+0j),(-0.017722777767671085+0j),(-0.007524177868721877+0j)
32,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
33,(0.03418980789738586+0j),(-0.029701131292545004+0j),(0.012751283538320087+0j),(0.012598857956807586-0.0012501773256587171j),(0.012598857956807586+0.0012501773256587171j),(0.021114483755890198+5.0885188819202486e-05j),(0.021114483755890198-5.0885188819202486e-05j),(0.001752277331055826+0j),(0.02445274478266839+0j),(-0.03109496003393812+0j)
34,(0.034189807897386196+0j),(-0.02970113129254539+0j),(0.012751283538320382+0j),(0.012598857956807537-0.0012501773256586416j),(0.012598857956807537+0.0012501773256586416j),(0.021114483755890128+5.088518881919641e-05j),(0.021114483755890128-5.088518881919641e-05j),(0.0017522773310558759+0j),(0.024452744782668307+0j),(-0.03109496003393796+0j)
35,(0.03418980789738605+0j),(-0.029701131292545237+0j),(0.01275128353832002+0j),(0.012598857956807616-0.0012501773256586917j),(0.012598857956807616+0.0012501773256586917j),(0.021114483755890184+5.088518881924047e-05j),(0.021114483755890184-5.088518881924047e-05j),(0.0017522773310557809+0j),(0.024452744782668363+0j),(-0.031094960033938107+0j)
36,(0.01522435590060012+0j),(-0.012858101299581474+0j),(0.026556477352586937+0j),(0.06819696357842057-0.006652350432875621j),(0.06819696357842057+0.006652350432875621j),(0.004807421480970421-0.0004735798239782718j),(0.004807421480970421+0.0004735798239782718j),(-0.021555978518941837+0j),(-0.04884075390483643+0j),(0.07599980781318239+0j)
37,(0.015224355900600173+0j),(-0.012858101299581584+0j),(0.026556477352586837+0j),(0.06819696357842069-0.006652350432875383j),(0.06819696357842069+0.006652350432875383j),(0.004807421480970519-0.00047357982397828617j),(0.004807421480970519+0.00047357982397828617j),(-0.021555978518941917+0j),(-0.0488407539048362+0j),(0.07599980781318219+0j)
38,(0.02946697726427359+0j),(-0.02651133668335345+0j),(-0.13725269861918094+0j),(0.17525938220064521+1.1813043535139353e-16j),(0.17525938220064521-1.1813043535139353e-16j),(0.0863474422030796+0.029481260365577428j),(0.0863474422030796-0.029481260365577428j),(0.014406524982741644+0j),(0.020441505927508177+0j),(0.03991835665970163+0j)
39,(0.029466977264273605+0j),(-0.02651133668335359+0j),(-0.13725269861918105+0j),(0.17525938220064552-0j),(0.17525938220064552+0j),(0.0863474422030798+0.0294812603655774j),(0.0863474422030798-0.0294812603655774j),(0.014406524982741635+0j),(0.02044150592750822+0j),(0.03991835665970168+0j)
40,(0.01997323522979335+0j),(-0.01725216742990703+0j),(0.008123442632958274+0j),(-0.01365957020515863+0.006972068710460033j),(-0.01365957020515863-0.006972068710460033j),(-0.008833766092721166+0.006133645324478192j),(-0.008833766092721166-0.006133645324478192j),(-0.0041961604206700726+0j),(-0.014382258037325658+0j),(0.014141133097165874+0j)
41,(0.01997323522979201+0j),(-0.01725216742990522+0j),(0.008123442632957284+0j),(-0.013659570205160157+0.0069720687104600386j),(-0.013659570205160157-0.0069720687104600386j),(-0.008833766092722455+0.006133645324478232j),(-0.008833766092722455-0.006133645324478232j),(-0.004196160420669713+0j),(-0.01438225803732605+0j),(0.01414113309716511+0j)
42,(0.01997323522979196+0j),(-0.017252167429905263+0j),(0.008123442632957391+0j),(-0.01365957020516014+0.006972068710460037j),(-0.01365957020516014-0.006972068710460037j),(-0.008833766092722423+0.0061336453244782005j),(-0.008833766092722423-0.0061336453244782005j),(-0.00419616042066973+0j),(-0.014382258037326043+0j),(0.014141133097165194+0j)
43,(0.01997323522979216+0j),(-0.017252167429905544+0j),(0.008123442632957518+0j),(-0.01365957020515969+0.0069720687104600125j),(-0.01365957020515969-0.0069720687104600125j),(-0.008833766092722012+0.0061336453244781675j),(-0.008833766092722012-0.0061336453244781675j),(-0.004196160420669831+0j),(-0.014382258037325844+0j),(0.014141133097165328+0j)
44,(0.019973235229791705+0j),(-0.017252167429905065+0j),(0.008123442632957247+0j),(-0.013659570205159996+0.006972068710460049j),(-0.013659570205159996-0.006972068710460049j),(-0.008833766092722206+0.006133645324478178j),(-0.008833766092722206-0.006133645324478178j),(-0.004196160420669804+0j),(-0.014382258037325835+0j),(0.014141133097165153+0j)
45,(-0.04041333672546026+0j),(0.03601251390437145+0j),(-0.03858177559149624+0j),(-0.00701495096332212-0.0357282358006436j),(-0.00701495096332212+0.0357282358006436j),(0.019675181259080347-0.06499941214919962j),(0.019675181259080347+0.06499941214919962j),(0.008326905913489276+0j),(0.06655968913067267+0j),(0.03613905843231693+0j)
46,(-0.04041333672545994+0j),(0.03601251390437122+0j),(-0.03858177559149632+0j),(-0.0070149509633221875-0.03572823580064359j),(-0.0070149509633221875+0.03572823580064359j),(0.0196751812590803-0.06499941214919958j),(0.0196751812590803+0.06499941214919958j),(0.008326905913489214+0j),(0.06655968913067259+0j),(0.03613905843231709+0j)
47,(-0.07278712347950737+0j),(0.06432639110087109+0j),(0.015302132939628404+0j),(0.024731719959265354+0.006543262124425375j),(0.024731719959265354-0.006543262124425375j),(0.013356534196899512-0.008701450881444778j),(0.013356534196899512+0.008701450881444778j),(-0.007504953691627099+0j),(0.01825249947294878+0j),(-0.015184002279671056+0j)
48,(-0.0727871234795085+0j),(0.06432639110087211+0j),(0.015302132939627682+0j),(0.024731719959265156+0.006543262124425433j),(0.024731719959265156-0.006543262124425433j),(0.013356534196899519-0.008701450881444828j),(0.013356534196899519+0.008701450881444828j),(-0.007504953691627434+0j),(0.018252499472949033+0j),(-0.015184002279671054+0j)
49,(-0.07278712347950929+0j),(0.06432639110087267+0j),(0.015302132939627608+0j),(0.024731719959265142+0.006543262124425361j),(0.024731719959265142-0.006543262124425361j),(0.01335653419689939-0.008701450881444832j),(0.01335653419689939+0.008701450881444832j),(-0.007504953691627411+0j),(0.01825249947294888+0j),(-0.015184002279670877+0j)
50,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
51,(0.01525359405285426+0j),(-0.013772103250260785+0j),(0.010326967623144612+0j),(-0.034669761515189586+0.011127788205599547j),(-0.034669761515189586-0.011127788205599547j),(0.12795875787518324+0.02873655742203249j),(0.12795875787518324-0.02873655742203249j),(-0.10750945934771806+0j),(0.15655262772661374+0j),(-0.10721711220555143+0j)
52,(0.015253594052854149+0j),(-0.013772103250260709+0j),(0.0103269676231444+0j),(-0.03466976151518959+0.011127788205599629j),(-0.03466976151518959-0.011127788205599629j),(0.12795875787518346+0.028736557422032488j),(0.12795875787518346-0.028736557422032488j),(-0.1075094593477183+0j),(0.1565526277266141+0j),(-0.10721711220555168+0j)
53,(0.03418980789737993+0j),(-0.029701131292537666+0j),(0.012751283538322377+0j),(0.012598857956807484-0.001250177325658315j),(0.012598857956807484+0.001250177325658315j),(0.02111448375589235+5.088518881834481e-05j),(0.02111448375589235-5.088518881834481e-05j),(0.0017522773310560333+0j),(0.02445274478267227+0j),(-0.03109496003394115+0j)
54,(0.03418980789738021+0j),(-0.02970113129253761+0j),(0.012751283538321946+0j),(0.012598857956806993-0.0012501773256584831j),(0.012598857956806993+0.0012501773256584831j),(0.021114483755891384+5.088518881835646e-05j),(0.021114483755891384-5.088518881835646e-05j),(0.0017522773310557221+0j),(0.02445274478267108+0j),(-0.03109496003394009+0j)
55,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
56,(0.009619385143328834+0j),(-0.008630303588933663+0j),(-0.021276219367951796+0j),(-0.047271940005169-0.022131452805013923j),(-0.047271940005169+0.022131452805013923j),(-0.05602944844896458+0.014480174033035188j),(-0.05602944844896458-0.014480174033035188j),(-0.0066455205436637705+0j),(-0.08704438350605764+0j),(0.06619764424258236+0j)
57,(0.009619385143328938+0j),(-0.00863030358893389+0j),(-0.021276219367951744+0j),(-0.04727194000516905-0.0221314528050139j),(-0.04727194000516905+0.0221314528050139j),(-0.056029448448964785+0.0144801740330353j),(-0.056029448448964785-0.0144801740330353j),(-0.0066455205436637904+0j),(-0.08704438350605796+0j),(0.06619764424258252+0j)
58,(0.019973235229793385+0j),(-0.017252167429907053+0j),(0.008123442632958435+0j),(-0.013659570205158653+0.006972068710460025j),(-0.013659570205158653-0.006972068710460025j),(-0.008833766092721183+0.00613364532447817j),(-0.008833766092721183-0.00613364532447817j),(-0.004196160420670128+0j),(-0.014382258037325716+0j),(0.01414113309716599+0j)
59,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
60,(0.019247393648671354+0j),(-0.01779036861950666+0j),(-0.09328061794625413+0j),(-0.054489818344069255-0.006456135856040734j),(-0.054489818344069255+0.006456135856040734j),(-0.09659492484506582+0.015223262544501745j),(-0.09659492484506582-0.015223262544501745j),(0.0796296237372982+0j),(-0.1456902426491308+0j),(0.07100303000883171+0j)
61,(0.019247393648671486+0j),(-0.0177903686195068+0j),(-0.09328061794625345+0j),(-0.05448981834406918-0.006456135856040794j),(-0.05448981834406918+0.006456135856040794j),(-0.09659492484506611+0.015223262544501686j),(-0.09659492484506611-0.015223262544501686j),(0.0796296237372987+0j),(-0.14569024264913133+0j),(0.0710030300088321+0j)
62,(0.01924739364867122+0j),(-0.017790368619506527+0j),(-0.09328061794625374+0j),(-0.05448981834406931-0.006456135856040753j),(-0.05448981834406931+0.006456135856040753j),(-0.09659492484506606+0.015223262544501737j),(-0.09659492484506606-0.015223262544501737j),(0.07962962373729851+0j),(-0.14569024264913116+0j),(0.07100303000883183+0j)
63,(-0.018444801559406965+0j),(0.016914844227173664+0j),(-0.04213128577422651+0j),(0.040400413323700805-0.05117275473288834j),(0.040400413323700805+0.05117275473288834j),(-0.006352968841868912+0.039373953810284905j),(-0.006352968841868912-0.039373953810284905j),(0.017088695296594087+0j),(-0.07533118872741755+0j),(0.048518379578192807+0j)
64,(-0.01844480155940676+0j),(0.01691484422717354+0j),(-0.04213128577422617+0j),(0.04040041332370081-0.05117275473288837j),(0.04040041332370081+0.05117275473288837j),(-0.006352968841869047+0.03937395381028489j),(-0.006352968841869047-0.03937395381028489j),(0.017088695296594167+0j),(-0.07533118872741768+0j),(0.04851837957819299+0j)
65,(0.01605269780900288+0j),(-0.014943180285522354+0j),(0.14741185734889886+0j),(0.06854917889212271-0.11688858518037686j),(0.06854917889212271+0.11688858518037686j),(-0.01431981094343851-0.03899583737333154j),(-0.01431981094343851+0.03899583737333154j),(0.10088003194186848+0j),(-0.15406260350519932+0j),(0.11829522804480182+0j)
66,(0.016052697809002803+0j),(-0.014943180285522177+0j),(0.14741185734889906+0j),(0.06854917889212261-0.11688858518037708j),(0.06854917889212261+0.11688858518037708j),(-0.014319810943438694-0.03899583737333159j),(-0.014319810943438694+0.03899583737333159j),(0.10088003194186854+0j),(-0.15406260350519962+0j),(0.1182952280448021+0j)
67,(0.019973235229806395+0j),(-0.01725216742992011+0j),(0.008123442632958082+0j),(-0.013659570205158747+0.006972068710459562j),(-0.013659570205158747-0.006972068710459562j),(-0.008833766092720663+0.0061336453244792664j),(-0.008833766092720663-0.0061336453244792664j),(-0.0041961604206685685+0j),(-0.014382258037326663+0j),(0.014141133097166227+0j)
68,(0.01997323522979343+0j),(-0.01725216742990708+0j),(0.008123442632958137+0j),(-0.013659570205158669+0.0069720687104599605j),(-0.013659570205158669-0.0069720687104599605j),(-0.008833766092721124+0.00613364532447823j),(-0.008833766092721124-0.00613364532447823j),(-0.004196160420670113+0j),(-0.014382258037325664+0j),(0.014141133097166064+0j)
69,(0.01997323522979324+0j),(-0.01725216742990681+0j),(0.008123442632958064+0j),(-0.01365957020515869+0.006972068710460036j),(-0.01365957020515869-0.006972068710460036j),(-0.008833766092721112+0.0061336453244781545j),(-0.008833766092721112-0.0061336453244781545j),(-0.004196160420670131+0j),(-0.014382258037325476+0j),(0.014141133097165784+0j)
70,(-0.0019077345761338179+0j),(0.0017658536926304068+0j),(-0.250702317155759+0j),(-0.06687492430116425-0.10946588286910083j),(-0.06687492430116425+0.10946588286910083j),(-0.07327249452057244+0.027457249491733997j),(-0.07327249452057244-0.027457249491733997j),(0.04520467559694378+0j),(-0.10843569228921472+0j),(-0.0019654569420063327+0j)
71,(-0.0019077345761334876+0j),(0.0017658536926301943+0j),(-0.25070231715575914+0j),(-0.06687492430116425-0.10946588286910097j),(-0.06687492430116425+0.10946588286910097j),(-0.07327249452057237+0.027457249491733962j),(-0.07327249452057237-0.027457249491733962j),(0.045204675596943786+0j),(-0.10843569228921465+0j),(-0.001965456942006482+0j)
72,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
73,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
74,(0.03418980789738069+0j),(-0.02970113129253789+0j),(0.012751283538321834+0j),(0.012598857956807452-0.0012501773256586625j),(0.012598857956807452+0.0012501773256586625j),(0.021114483755891204+5.08851888184397e-05j),(0.021114483755891204-5.08851888184397e-05j),(0.0017522773310561007+0j),(0.024452744782670417+0j),(-0.031094960033939845+0j)
75,(0.03418980789738069+0j),(-0.029701131292537975+0j),(0.012751283538321837+0j),(0.012598857956807524-0.0012501773256585632j),(0.012598857956807524+0.0012501773256585632j),(0.021114483755891384+5.088518881838582e-05j),(0.021114483755891384-5.088518881838582e-05j),(0.0017522773310560333+0j),(0.02445274478267079+0j),(-0.03109496003394001+0j)
76,(0.03418980789738071+0j),(-0.029701131292537892+0j),(0.012751283538321723+0j),(0.012598857956807633-0.0012501773256585853j),(0.012598857956807633+0.0012501773256585853j),(0.021114483755891516+5.0885188818403145e-05j),(0.021114483755891516-5.0885188818403145e-05j),(0.0017522773310560318+0j),(0.024452744782670895+0j),(-0.031094960033940064+0j)
77,(0.02031606973301775+0j),(-0.09173933608798404+0j),(-0.013234043973717689+0j),(0.014921598425709144+0.00994476204236355j),(0.014921598425709144-0.00994476204236355j),(0.011527006317747314+0.005201818832572496j),(0.011527006317747314-0.005201818832572496j),(0.0046034357243460566+0j),(0.003208576737459563+0j),(0.003187463705972059+0j)
78,(-0.01225181945395033+0j),(0.011244882227358767+0j),(0.08004147239753549+0j),(0.05059291946349486+0.06540366314001446j),(0.05059291946349486-0.06540366314001446j),(0.021574687060772545-0.00585917848857135j),(0.021574687060772545+0.00585917848857135j),(0.06693745872283403+0j),(0.03202905750490944+0j),(-0.08219111228349851+0j)
79,(-0.012251819453950288+0j),(0.011244882227358647+0j),(0.08004147239753542+0j),(0.05059291946349483+0.06540366314001465j),(0.05059291946349483-0.06540366314001465j),(0.0215746870607725-0.0058591784885713765j),(0.0215746870607725+0.0058591784885713765j),(0.06693745872283399+0j),(0.03202905750490964+0j),(-0.08219111228349878+0j)
80,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
81,(-0.00022823212806082736+0j),(8.273715271670204e-05+0j),(-0.06682142622385229+0j),(0.055301531328752825+0.004495226500778922j),(0.055301531328752825-0.004495226500778922j),(0.08803898128508528-0.0444393845362132j),(0.08803898128508528+0.0444393845362132j),(-0.029796457643495713+0j),(0.13698862101779782+0j),(-0.10247623702583467+0j)
82,(-0.00022823212806081578+0j),(8.273715271663162e-05+0j),(-0.06682142622385254+0j),(0.05530153132875288+0.004495226500778865j),(0.05530153132875288-0.004495226500778865j),(0.0880389812850851-0.04443938453621309j),(0.0880389812850851+0.04443938453621309j),(-0.029796457643495665+0j),(0.13698862101779752+0j),(-0.10247623702583455+0j)
83,(-0.0002282321280608761+0j),(8.273715271659756e-05+0j),(-0.06682142622385247+0j),(0.05530153132875287+0.004495226500778919j),(0.05530153132875287-0.004495226500778919j),(0.08803898128508522-0.04443938453621324j),(0.08803898128508522+0.04443938453621324j),(-0.029796457643495696+0j),(0.1369886210177978+0j),(-0.10247623702583471+0j)
84,(0.0008801846697664217+0j),(-0.0005239698385421444+0j),(-0.01561626541670819+0j),(-0.07565230034261759+0.03812164455097859j),(-0.07565230034261759-0.03812164455097859j),(0.023734522098563547-0.013768258131281578j),(0.023734522098563547+0.013768258131281578j),(-0.05047254284600017+0j),(0.08505857974594302+0j),(-0.013917451546224332+0j)
85,(0.0008801846697664798+0j),(-0.0005239698385422262+0j),(-0.01561626541670812+0j),(-0.07565230034261762+0.03812164455097866j),(-0.07565230034261762-0.03812164455097866j),(0.023734522098563565-0.013768258131281687j),(0.023734522098563565+0.013768258131281687j),(-0.05047254284600027+0j),(0.08505857974594325+0j),(-0.013917451546224516+0j)
86,(-0.010118919996983907+0j),(0.009280497899064965+0j),(0.12800731837869175+0j),(-0.08449961398683072+0.03387658229838929j),(-0.08449961398683072-0.03387658229838929j),(-0.05903681697900392-0.0425934997781618j),(-0.05903681697900392+0.0425934997781618j),(0.06637926763050013+0j),(-0.03410049452679897+0j),(0.17260339276511752+0j)
87,(-0.010118919996983968+0j),(0.009280497899065194+0j),(0.1280073183786921+0j),(-0.08449961398683073+0.033876582298389246j),(-0.08449961398683073-0.033876582298389246j),(-0.05903681697900374-0.04259349977816188j),(-0.05903681697900374+0.04259349977816188j),(0.06637926763050014+0j),(-0.03410049452679878+0j),(0.17260339276511744+0j)
88,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
89,(0.034189807897380915+0j),(-0.029701131292538357+0j),(0.0127512835383218+0j),(0.012598857956807409-0.0012501773256585315j),(0.012598857956807409+0.0012501773256585315j),(0.021114483755891377+5.088518881835085e-05j),(0.021114483755891377-5.088518881835085e-05j),(0.0017522773310559281+0j),(0.024452744782670868+0j),(-0.031094960033939897+0j)
90,(-0.007110350150838611+0j),(0.006697752666035181+0j),(-0.14492972323303815+0j),(-0.04509464606698301-0.039540597306751205j),(-0.04509464606698301+0.039540597306751205j),(0.04129969715284648-0.011997354571591356j),(0.04129969715284648+0.011997354571591356j),(-0.06221498284526828+0j),(0.08466908416569809+0j),(-0.11662157309400606+0j)
91,(-0.007110350150838763+0j),(0.006697752666035205+0j),(-0.14492972323303846+0j),(-0.04509464606698327-0.03954059730675118j),(-0.04509464606698327+0.03954059730675118j),(0.04129969715284599-0.011997354571591295j),(0.04129969715284599+0.011997354571591295j),(-0.062214982845268274+0j),(0.08466908416569763+0j),(-0.11662157309400599+0j)
92,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
93,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
94,(0.01997323522979482+0j),(-0.017252167429908954+0j),(0.008123442632958007+0j),(-0.01365957020515874+0.006972068710459892j),(-0.01365957020515874-0.006972068710459892j),(-0.008833766092721145+0.0061336453244785405j),(-0.008833766092721145-0.0061336453244785405j),(-0.004196160420670379+0j),(-0.01438225803732604+0j),(0.014141133097166072+0j)
95,(0.020316069733017736+0j),(-0.09173933608798397+0j),(-0.01323404397371768+0j),(0.014921598425709108+0.009944762042363539j),(0.014921598425709108-0.009944762042363539j),(0.011527006317747276+0.0052018188325724714j),(0.011527006317747276-0.0052018188325724714j),(0.004603435724346039+0j),(0.0032085767374595664+0j),(0.0031874637059720328+0j)
96,(0.020316069733017736+0j),(-0.09173933608798363+0j),(-0.01323404397371768+0j),(0.01492159842570905+0.00994476204236352j),(0.01492159842570905-0.00994476204236352j),(0.011527006317747284+0.00520181883257246j),(0.011527006317747284-0.00520181883257246j),(0.004603435724345947+0j),(0.003208576737459664+0j),(0.003187463705971889+0j)
97,(0.020316069733017618+0j),(-0.09173933608798274+0j),(-0.013234043973717734+0j),(0.014921598425708824+0.009944762042363456j),(0.014921598425708824-0.009944762042363456j),(0.011527006317747312+0.0052018188325724185j),(0.011527006317747312-0.0052018188325724185j),(0.004603435724345699+0j),(0.003208576737459834+0j),(0.0031874637059718203+0j)
98,(0.02031606973301737+0j),(-0.09173933608798243+0j),(-0.013234043973717623+0j),(0.014921598425708773+0.00994476204236341j),(0.014921598425708773-0.00994476204236341j),(0.011527006317747189+0.005201818832572403j),(0.011527006317747189-0.005201818832572403j),(0.004603435724345827+0j),(0.0032085767374596726+0j),(0.0031874637059720384+0j)
99,(0.02031606973301935+0j),(-0.09173933608798267+0j),(-0.013234043973717663+0j),(0.014921598425708884+0.009944762042363187j),(0.014921598425708884-0.009944762042363187j),(0.011527006317747529+0.0052018188325723535j),(0.011527006317747529-0.0052018188325723535j),(0.004603435724345239+0j),(0.003208576737460045+0j),(0.0031874637059719543+0j)
100,(0.020316069733019172+0j),(-0.09173933608798228+0j),(-0.013234043973717712+0j),(0.014921598425708903+0.009944762042363223j),(0.014921598425708903-0.009944762042363223j),(0.011527006317747578+0.005201818832572337j),(0.011527006317747578-0.005201818832572337j),(0.004603435724345137+0j),(0.0032085767374601744+0j),(0.0031874637059718055+0j)
101,(0.03418980789738017+0j),(-0.029701131292537986+0j),(0.012751283538321568+0j),(0.012598857956806944-0.0012501773256582312j),(0.012598857956806944+0.0012501773256582312j),(0.02111448375589149+5.088518881870618e-05j),(0.02111448375589149-5.088518881870618e-05j),(0.00175227733105543+0j),(0.024452744782670996+0j),(-0.031094960033940074+0j)
102,(0.019973235229797284+0j),(-0.017252167429910894+0j),(0.008123442632956756+0j),(-0.013659570205160244+0.006972068710460327j),(-0.013659570205160244-0.006972068710460327j),(-0.00883376609272169+0.006133645324478808j),(-0.00883376609272169-0.006133645324478808j),(-0.004196160420669097+0j),(-0.01438225803732566+0j),(0.014141133097165127+0j)
103,(0.0033523511772165005+0j),(-0.0029500443353033417+0j),(0.07276385661629196+0j),(-0.03147761179291343+0.02795315893273253j),(-0.03147761179291343-0.02795315893273253j),(-0.06789402637702929+0.007661409401611414j),(-0.06789402637702929-0.007661409401611414j),(0.0032795843842157585+0j),(-0.02665781270429327+0j),(-0.015555771577155406+0j)
104,(0.0033523511772163175+0j),(-0.0029500443353032884+0j),(0.07276385661629178+0j),(-0.03147761179291341+0.027953158932732623j),(-0.03147761179291341-0.027953158932732623j),(-0.06789402637702951+0.0076614094016114135j),(-0.06789402637702951-0.0076614094016114135j),(0.0032795843842157455+0j),(-0.02665781270429338+0j),(-0.015555771577155512+0j)
105,(0.003352351177216392+0j),(-0.00295004433530333+0j),(0.07276385661629203+0j),(-0.031477611792913585+0.027953158932732484j),(-0.031477611792913585-0.027953158932732484j),(-0.0678940263770296+0.0076614094016113745j),(-0.0678940263770296-0.0076614094016113745j),(0.003279584384215857+0j),(-0.02665781270429354+0j),(-0.015555771577155151+0j)
106,(0.03779789708476643+0j),(-0.03310604982028896+0j),(0.10208951698627339+0j),(-0.004252165815219706-0.034431020285213686j),(-0.004252165815219706+0.034431020285213686j),(-0.07247182331160994-0.015419421462419428j),(-0.07247182331160994+0.015419421462419428j),(0.063586874210451+0j),(-0.0872945768729186+0j),(0.027335234453736704+0j)
