,0,1,2,3,4,5,6,7,8,9
204,(8.074745103421798e-05+0j),(-8.04585762893898e-05+0j),(-0.004174161950844385+0j),(0.038349415330778125-0.030895126494394715j),(0.038349415330778125+0.030895126494394715j),(0.08889850734090989+0.012858389738008432j),(0.08889850734090989-0.012858389738008432j),(-0.02113956321014095+0j),(0.04107184571022815+0j),(0.005335769389949256+0j)
205,(0.020316069733017552+0j),(-0.09173933608798404+0j),(-0.013234043973717817+0j),(0.014921598425709205+0.009944762042363532j),(0.014921598425709205-0.009944762042363532j),(0.011527006317747373+0.0052018188325724584j),(0.011527006317747373-0.0052018188325724584j),(0.0046034357243460175+0j),(0.0032085767374596154+0j),(0.003187463705972089+0j)
206,(0.020316069733017632+0j),(-0.09173933608798392+0j),(-0.01323404397371773+0j),(0.014921598425709144+0.009944762042363563j),(0.014921598425709144-0.009944762042363563j),(0.011527006317747328+0.005201818832572479j),(0.011527006317747328-0.005201818832572479j),(0.004603435724346009+0j),(0.003208576737459621+0j),(0.003187463705972016+0j)
207,(6.406008445154151e-05+0j),(-7.220770326550198e-05+0j),(-0.03733438095652814+0j),(0.036131570082390985-0.12617047161747572j),(0.036131570082390985+0.12617047161747572j),(-0.03566217053433719-0.04563933691674947j),(-0.03566217053433719+0.04563933691674947j),(0.08064031962595196+0j),(-0.11605207222867658+0j),(0.12759629804526462+0j)
208,(6.406008445178539e-05+0j),(-7.220770326568509e-05+0j),(-0.037334380956528114+0j),(0.036131570082390985-0.12617047161747555j),(0.036131570082390985+0.12617047161747555j),(-0.035662170534337165-0.04563933691674944j),(-0.035662170534337165+0.04563933691674944j),(0.08064031962595185+0j),(-0.11605207222867643+0j),(0.12759629804526448+0j)
209,(6.406008445171608e-05+0j),(-7.22077032656785e-05+0j),(-0.037334380956528065+0j),(0.036131570082391-0.12617047161747574j),(0.036131570082391+0.12617047161747574j),(-0.03566217053433734-0.0456393369167495j),(-0.03566217053433734+0.0456393369167495j),(0.08064031962595213+0j),(-0.11605207222867676+0j),(0.1275962980452649+0j)
210,(0.0001421494962098139+0j),(-0.00015441274185904233+0j),(0.04724669921590928+0j),(-0.05260905255629098+0.003167190323943836j),(-0.05260905255629098-0.003167190323943836j),(-0.06582065922117608-0.01070827361179365j),(-0.06582065922117608+0.01070827361179365j),(0.039428348649701545+0j),(-0.056383001560908766+0j),(0.04503518610749299+0j)
211,(0.00014214949620975+0j),(-0.00015441274185903388+0j),(0.04724669921590903+0j),(-0.05260905255629077+0.00316719032394381j),(-0.05260905255629077-0.00316719032394381j),(-0.06582065922117586-0.010708273611793565j),(-0.06582065922117586+0.010708273611793565j),(0.03942834864970151+0j),(-0.05638300156090864+0j),(0.045035186107492825+0j)
212,(0.00014214949620980266+0j),(-0.00015441274185903355+0j),(0.047246699215909016+0j),(-0.05260905255629072+0.0031671903239437345j),(-0.05260905255629072-0.0031671903239437345j),(-0.0658206592211757-0.010708273611793571j),(-0.0658206592211757+0.010708273611793571j),(0.03942834864970148+0j),(-0.05638300156090851+0j),(0.045035186107492776+0j)
213,(0.00014214949620963127+0j),(-0.00015441274185893484+0j),(0.047246699215908995+0j),(-0.05260905255629078+0.0031671903239438724j),(-0.05260905255629078-0.0031671903239438724j),(-0.06582065922117573-0.010708273611793575j),(-0.06582065922117573+0.010708273611793575j),(0.03942834864970133+0j),(-0.05638300156090844+0j),(0.04503518610749282+0j)
214,(0.0001421494962096732+0j),(-0.000154412741859055+0j),(0.04724669921590908+0j),(-0.05260905255629069+0.003167190323943844j),(-0.05260905255629069-0.003167190323943844j),(-0.06582065922117583-0.010708273611793571j),(-0.06582065922117583+0.010708273611793571j),(0.03942834864970156+0j),(-0.05638300156090864+0j),(0.04503518610749284+0j)
215,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
216,(0.03418980789738018+0j),(-0.029701131292538076+0j),(0.012751283538321815+0j),(0.012598857956806948-0.0012501773256582795j),(0.012598857956806948+0.0012501773256582795j),(0.02111448375589141+5.0885188818613764e-05j),(0.02111448375589141-5.0885188818613764e-05j),(0.0017522773310555866+0j),(0.024452744782670885+0j),(-0.031094960033939925+0j)
217,(0.03418980789737985+0j),(-0.029701131292537524+0j),(0.012751283538322392+0j),(0.012598857956807525-0.0012501773256583032j),(0.012598857956807525+0.0012501773256583032j),(0.02111448375589245+5.0885188818317655e-05j),(0.02111448375589245-5.0885188818317655e-05j),(0.0017522773310560743+0j),(0.024452744782672415+0j),(-0.031094960033941296+0j)
218,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
219,(0.019973235229792666+0j),(-0.0172521674299063+0j),(0.008123442632957865+0j),(-0.013659570205159142+0.006972068710460099j),(-0.013659570205159142-0.006972068710460099j),(-0.008833766092721526+0.006133645324478214j),(-0.008833766092721526-0.006133645324478214j),(-0.004196160420669947+0j),(-0.014382258037325667+0j),(0.01414113309716562+0j)
220,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
221,(0.02031606973301925+0j),(-0.0917393360879827+0j),(-0.013234043973717647+0j),(0.014921598425708898+0.009944762042363196j),(0.014921598425708898-0.009944762042363196j),(0.0115270063177475+0.005201818832572353j),(0.0115270063177475-0.005201818832572353j),(0.004603435724345311+0j),(0.0032085767374600105+0j),(0.0031874637059719417+0j)
222,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
223,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
224,(-1.2378539665806776e-05+0j),(1.5955653460086662e-05+0j),(-0.006318981492931756+0j),(-0.03342630781333164+0.01834944198125765j),(-0.03342630781333164-0.01834944198125765j),(0.12562203252786644+0.0502245215691842j),(0.12562203252786644-0.0502245215691842j),(-0.1116002048436575+0j),(0.09833955608077619+0j),(-0.0007397992570074914+0j)
225,(-1.2378539665864248e-05+0j),(1.5955653460127557e-05+0j),(-0.0063189814929317+0j),(-0.03342630781333164+0.018349441981257663j),(-0.03342630781333164-0.018349441981257663j),(0.12562203252786658+0.050224521569184145j),(0.12562203252786658-0.050224521569184145j),(-0.11160020484365747+0j),(0.09833955608077628+0j),(-0.0007397992570075476+0j)
226,(-1.2378539665921879e-05+0j),(1.5955653460132158e-05+0j),(-0.006318981492931482+0j),(-0.033426307813331696+0.018349441981257708j),(-0.033426307813331696-0.018349441981257708j),(0.12562203252786647+0.05022452156918413j),(0.12562203252786647-0.05022452156918413j),(-0.11160020484365743+0j),(0.09833955608077619+0j),(-0.0007397992570074352+0j)
227,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
228,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
229,(0.020316069733019953+0j),(-0.09173933608798383+0j),(-0.013234043973717753+0j),(0.014921598425709146+0.009944762042363275j),(0.014921598425709146-0.009944762042363275j),(0.01152700631774773+0.0052018188325724316j),(0.01152700631774773-0.0052018188325724316j),(0.0046034357243453+0j),(0.003208576737460069+0j),(0.003187463705972067+0j)
230,(0.020316069733019977+0j),(-0.09173933608798403+0j),(-0.013234043973717793+0j),(0.014921598425709207+0.009944762042363307j),(0.014921598425709207-0.009944762042363307j),(0.011527006317747777+0.0052018188325724446j),(0.011527006317747777-0.0052018188325724446j),(0.004603435724345314+0j),(0.0032085767374600755+0j),(0.0031874637059721126+0j)
231,(0.019973235229799564+0j),(-0.01725216742991322+0j),(0.00812344263295664+0j),(-0.013659570205159942+0.006972068710460384j),(-0.013659570205159942-0.006972068710460384j),(-0.00883376609272148+0.006133645324478866j),(-0.00883376609272148-0.006133645324478866j),(-0.004196160420668881+0j),(-0.014382258037325677+0j),(0.014141133097165172+0j)
232,(0.019973235229800025+0j),(-0.017252167429913475+0j),(0.00812344263295688+0j),(-0.013659570205159894+0.006972068710460272j),(-0.013659570205159894-0.006972068710460272j),(-0.008833766092721568+0.006133645324478807j),(-0.008833766092721568-0.006133645324478807j),(-0.004196160420668694+0j),(-0.014382258037325834+0j),(0.01414113309716545+0j)
233,(1.9497423572331604e-05+0j),(-2.1640070487941265e-05+0j),(-0.0031971176853737514+0j),(0.03292906038657288-0.043739869584907345j),(0.03292906038657288+0.043739869584907345j),(0.06935257345851202-0.0011811171880013642j),(0.06935257345851202+0.0011811171880013642j),(0.0031828350566267065+0j),(0.015464223109479494+0j),(0.040361176000811044+0j)
234,(1.9497423572605e-05+0j),(-2.1640070488115642e-05+0j),(-0.0031971176853734856+0j),(0.032929060386572916-0.04373986958490738j),(0.032929060386572916+0.04373986958490738j),(0.06935257345851176-0.0011811171880013972j),(0.06935257345851176+0.0011811171880013972j),(0.003182835056626985+0j),(0.015464223109479147+0j),(0.040361176000811086+0j)
235,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
236,(-1.9955211448878695e-06+0j),(2.693635094832993e-06+0j),(-0.012261448718170358+0j),(0.04183375725120467+0.03303567324960154j),(0.04183375725120467-0.03303567324960154j),(-0.023322863954393744+0.029188370100312992j),(-0.023322863954393744-0.029188370100312992j),(0.09052524913636638+0j),(-0.03160121164116554+0j),(-0.014415418914590113+0j)
237,(-1.9955211448910577e-06+0j),(2.693635094790072e-06+0j),(-0.012261448718170602+0j),(0.04183375725120479+0.033035673249601445j),(0.04183375725120479-0.033035673249601445j),(-0.023322863954393577+0.02918837010031301j),(-0.023322863954393577-0.02918837010031301j),(0.09052524913636627+0j),(-0.031601211641165444+0j),(-0.014415418914590007+0j)
238,(-1.995521145062012e-06+0j),(2.6936350949003596e-06+0j),(-0.012261448718170472+0j),(0.041833757251204695+0.03303567324960142j),(0.041833757251204695-0.03303567324960142j),(-0.02332286395439372+0.029188370100312947j),(-0.02332286395439372-0.029188370100312947j),(0.09052524913636627+0j),(-0.031601211641165576+0j),(-0.014415418914589901+0j)
239,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
240,(8.692737310902393e-06+0j),(-1.2208395454599147e-05+0j),(0.048581040386925955+0j),(0.011268959960020928+0.011688777577895984j),(0.011268959960020928-0.011688777577895984j),(-0.07523577743075528-0.047508956512303094j),(-0.07523577743075528+0.047508956512303094j),(0.04221832863107714+0j),(-0.029237242364246088+0j),(0.004053534927998556+0j)
241,(8.692737310898578e-06+0j),(-1.220839545461479e-05+0j),(0.04858104038692601+0j),(0.011268959960021014+0.011688777577896027j),(0.011268959960021014-0.011688777577896027j),(-0.07523577743075524-0.04750895651230308j),(-0.07523577743075524+0.04750895651230308j),(0.04221832863107713+0j),(-0.029237242364245946+0j),(0.004053534927998336+0j)
242,(8.692737310791108e-06+0j),(-1.2208395454439957e-05+0j),(0.04858104038692591+0j),(0.011268959960021023+0.01168877757789591j),(0.011268959960021023-0.01168877757789591j),(-0.07523577743075531-0.0475089565123031j),(-0.07523577743075531+0.0475089565123031j),(0.04221832863107717+0j),(-0.029237242364246158+0j),(0.004053534927998668+0j)
243,(8.69273731089569e-06+0j),(-1.2208395454540473e-05+0j),(0.048581040386926067+0j),(0.011268959960020959+0.011688777577895885j),(0.011268959960020959-0.011688777577895885j),(-0.07523577743075537-0.04750895651230312j),(-0.07523577743075537+0.04750895651230312j),(0.042218328631077176+0j),(-0.029237242364246244+0j),(0.004053534927998719+0j)
244,(-0.040413336725459804+0j),(0.03601251390437112+0j),(-0.0385817755914964+0j),(-0.007014950963322315-0.03572823580064364j),(-0.007014950963322315+0.03572823580064364j),(0.01967518125908013-0.06499941214919952j),(0.01967518125908013+0.06499941214919952j),(0.008326905913489183+0j),(0.06655968913067234+0j),(0.03613905843231729+0j)
245,(0.002271231153803325+0j),(-0.0015881218791808582+0j),(0.04914399901084597+0j),(-0.08610601460764732-0.01959657277617848j),(-0.08610601460764732+0.01959657277617848j),(-0.07823532901788259-0.016248646968314066j),(-0.07823532901788259+0.016248646968314066j),(0.013741749988545039+0j),(-0.03252965055383629+0j),(-0.0348330279310427+0j)
246,(0.02031606973301858+0j),(-0.09173933608798107+0j),(-0.013234043973717562+0j),(0.014921598425708405+0.009944762042363069j),(0.014921598425708405-0.009944762042363069j),(0.011527006317747146+0.005201818832572235j),(0.011527006317747146-0.005201818832572235j),(0.004603435724345053+0j),(0.0032085767374599537+0j),(0.003187463705971874+0j)
247,(0.02031606973301856+0j),(-0.09173933608798103+0j),(-0.013234043973717581+0j),(0.014921598425708381+0.009944762042363066j),(0.014921598425708381-0.009944762042363066j),(0.011527006317747099+0.005201818832572227j),(0.011527006317747099-0.005201818832572227j),(0.004603435724345075+0j),(0.0032085767374599216+0j),(0.003187463705971897+0j)
248,(0.020316069733018683+0j),(-0.09173933608798132+0j),(-0.013234043973717554+0j),(0.014921598425708515+0.009944762042363098j),(0.014921598425708515-0.009944762042363098j),(0.011527006317747232+0.00520181883257225j),(0.011527006317747232-0.00520181883257225j),(0.0046034357243450764+0j),(0.003208576737459996+0j),(0.0031874637059718766+0j)
249,(0.01997323522979333+0j),(-0.017252167429906966+0j),(0.008123442632958291+0j),(-0.013659570205158665+0.006972068710460064j),(-0.013659570205158665-0.006972068710460064j),(-0.008833766092721193+0.006133645324478221j),(-0.008833766092721193-0.006133645324478221j),(-0.004196160420670022+0j),(-0.01438225803732567+0j),(0.01414113309716584+0j)
250,(0.0199732352297932+0j),(-0.017252167429906907+0j),(0.008123442632958222+0j),(-0.013659570205158629+0.006972068710460003j),(-0.013659570205158629-0.006972068710460003j),(-0.00883376609272119+0.006133645324478175j),(-0.00883376609272119-0.006133645324478175j),(-0.004196160420670032+0j),(-0.01438225803732569+0j),(0.014141133097165944+0j)
251,(0.019973235229793232+0j),(-0.01725216742990689+0j),(0.008123442632958342+0j),(-0.013659570205158678+0.0069720687104600524j),(-0.013659570205158678-0.0069720687104600524j),(-0.00883376609272121+0.0061336453244781874j),(-0.00883376609272121-0.0061336453244781874j),(-0.0041961604206700144+0j),(-0.014382258037325672+0j),(0.01414113309716588+0j)
252,(0.034189807897379194+0j),(-0.029701131292536837+0j),(0.012751283538321497+0j),(0.01259885795680697-0.001250177325658747j),(0.01259885795680697+0.001250177325658747j),(0.021114483755891478+5.088518881815102e-05j),(0.021114483755891478-5.088518881815102e-05j),(0.0017522773310555122+0j),(0.024452744782671273+0j),(-0.031094960033939866+0j)
253,(0.03418980789737876+0j),(-0.029701131292536317+0j),(0.012751283538321367+0j),(0.012598857956806977-0.001250177325658811j),(0.012598857956806977+0.001250177325658811j),(0.021114483755891464+5.088518881806684e-05j),(0.021114483755891464-5.088518881806684e-05j),(0.0017522773310555322+0j),(0.024452744782671322+0j),(-0.031094960033939852+0j)
254,(3.9664301727130616e-07+0j),(-5.71914976821338e-07+0j),(-0.0006621000865238796+0j),(-0.07054190344163618+0.050513489535905454j),(-0.07054190344163618-0.050513489535905454j),(0.03717237551097458+0.05438130521096673j),(0.03717237551097458-0.05438130521096673j),(-0.12005892626533768+0j),(0.04337338857473608+0j),(0.009361027697565225+0j)
255,(3.966430171950925e-07+0j),(-5.719149767957705e-07+0j),(-0.0006621000865238043+0j),(-0.07054190344163602+0.05051348953590535j),(-0.07054190344163602-0.05051348953590535j),(0.037172375510974756+0.05438130521096676j),(0.037172375510974756-0.05438130521096676j),(-0.12005892626533772+0j),(0.0433733885747361+0j),(0.009361027697565395+0j)
256,(0.02031606973301763+0j),(-0.09173933608798283+0j),(-0.013234043973717866+0j),(0.014921598425708891+0.009944762042363438j),(0.014921598425708891-0.009944762042363438j),(0.011527006317747425+0.005201818832572406j),(0.011527006317747425-0.005201818832572406j),(0.0046034357243456055+0j),(0.0032085767374599385+0j),(0.003187463705971681+0j)
257,(0.019973235229794828+0j),(-0.017252167429909166+0j),(0.00812344263295805+0j),(-0.01365957020515885+0.006972068710460023j),(-0.01365957020515885-0.006972068710460023j),(-0.00883376609272118+0.006133645324478603j),(-0.00883376609272118-0.006133645324478603j),(-0.004196160420670535+0j),(-0.0143822580373259+0j),(0.014141133097165845+0j)
258,(0.019973235229794987+0j),(-0.017252167429909253+0j),(0.008123442632957839+0j),(-0.013659570205158593+0.0069720687104598755j),(-0.013659570205158593-0.0069720687104598755j),(-0.008833766092721084+0.00613364532447861j),(-0.008833766092721084-0.00613364532447861j),(-0.0041961604206703865+0j),(-0.014382258037326096+0j),(0.014141133097166164+0j)
259,(-2.191571436741282e-08+0j),(7.29801302627192e-08+0j),(-0.002927957555217075+0j),(0.025650860349300638+0.019693937594995437j),(0.025650860349300638-0.019693937594995437j),(0.08026840245801722+0.04293397391239174j),(0.08026840245801722-0.04293397391239174j),(-0.07962355264672993+0j),(0.03601223556601593+0j),(0.027814689333726137+0j)
260,(-2.1915714462967133e-08+0j),(7.298013032507988e-08+0j),(-0.002927957555216971+0j),(0.025650860349300544+0.019693937594995384j),(0.025650860349300544-0.019693937594995384j),(0.08026840245801706+0.04293397391239173j),(0.08026840245801706-0.04293397391239173j),(-0.07962355264672992+0j),(0.036012235566015835+0j),(0.02781468933372623+0j)
261,(0.019973235229795116+0j),(-0.017252167429908004+0j),(0.008123442632958042+0j),(-0.01365957020516011+0.006972068710460219j),(-0.01365957020516011-0.006972068710460219j),(-0.008833766092721638+0.006133645324478663j),(-0.008833766092721638-0.006133645324478663j),(-0.004196160420669097+0j),(-0.014382258037325608+0j),(0.014141133097165077+0j)
262,(1.8816606479602588e-07+0j),(-4.29860600661705e-07+0j),(0.008898609680562981+0j),(-0.054379523405521595-0.00038323481825309433j),(-0.054379523405521595+0.00038323481825309433j),(-0.046411537630074454-0.018243135563478157j),(-0.046411537630074454+0.018243135563478157j),(0.021455546103000368+0j),(0.01113297789386841+0j),(0.017336482949501807+0j)
263,(1.8816606487116506e-07+0j),(-4.298606008090272e-07+0j),(0.008898609680562858+0j),(-0.05437952340552161-0.0003832348182531152j),(-0.05437952340552161+0.0003832348182531152j),(-0.046411537630074544-0.018243135563478223j),(-0.046411537630074544+0.018243135563478223j),(0.021455546103000316+0j),(0.011132977893868228+0j),(0.017336482949501974+0j)
264,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
265,(0.01997323522980091+0j),(-0.01725216742991455+0j),(0.008123442632957436+0j),(-0.013659570205159427+0.0069720687104595j),(-0.013659570205159427-0.0069720687104595j),(-0.00883376609272125+0.006133645324478847j),(-0.00883376609272125-0.006133645324478847j),(-0.004196160420668784+0j),(-0.014382258037326498+0j),(0.01414113309716598+0j)
266,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
267,(-1.0133677678777922e-08+0j),(3.249913605120133e-08+0j),(-0.0009746021908510684+0j),(-0.08826506682199273+0.040468104811704125j),(-0.08826506682199273-0.040468104811704125j),(0.004786983465948747-0.010580999650385479j),(0.004786983465948747+0.010580999650385479j),(-0.08312231481339542+0j),(0.03451774142673839+0j),(0.03744347553679672+0j)
268,(-1.0133677674056726e-08+0j),(3.24991360495999e-08+0j),(-0.000974602190850928+0j),(-0.08826506682199275+0.04046810481170418j),(-0.08826506682199275-0.04046810481170418j),(0.004786983465948603-0.010580999650385474j),(0.004786983465948603+0.010580999650385474j),(-0.08312231481339533+0j),(0.03451774142673824+0j),(0.037443475536796764+0j)
269,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
270,(1.6223128621617263e-07+0j),(-3.608665968740053e-07+0j),(0.006402800676992983+0j),(0.1128713928292069-0.03133081423450705j),(0.1128713928292069+0.03133081423450705j),(0.012068147990092058+0.028772986101322496j),(0.012068147990092058-0.028772986101322496j),(0.059660572502592754+0j),(-0.013742836841631323+0j),(-0.01029307548435482+0j)
271,(1.6223128640834833e-07+0j),(-3.608665970262664e-07+0j),(0.006402800676993023+0j),(0.11287139282920704-0.03133081423450702j),(0.11287139282920704+0.03133081423450702j),(0.012068147990092074+0.02877298610132251j),(0.012068147990092074-0.02877298610132251j),(0.05966057250259286+0j),(-0.013742836841631394+0j),(-0.01029307548435479+0j)
272,(1.6223128648125365e-07+0j),(-3.608665970583645e-07+0j),(0.0064028006769929965+0j),(0.11287139282920705-0.031330814234507176j),(0.11287139282920705+0.031330814234507176j),(0.012068147990092044+0.02877298610132248j),(0.012068147990092044-0.02877298610132248j),(0.05966057250259289+0j),(-0.013742836841631533+0j),(-0.010293075484354526+0j)
273,(1.6223128651023915e-07+0j),(-3.6086659711360545e-07+0j),(0.0064028006769930555+0j),(0.11287139282920688-0.031330814234506996j),(0.11287139282920688+0.031330814234506996j),(0.01206814799009205+0.028772986101322544j),(0.01206814799009205-0.028772986101322544j),(0.059660572502592824+0j),(-0.013742836841631367+0j),(-0.010293075484354854+0j)
274,(1.6223128648279438e-07+0j),(-3.6086659706653356e-07+0j),(0.006402800676992915+0j),(0.11287139282920695-0.03133081423450707j),(0.11287139282920695+0.03133081423450707j),(0.012068147990092067+0.0287729861013226j),(0.012068147990092067-0.0287729861013226j),(0.059660572502592754+0j),(-0.013742836841631441+0j),(-0.01029307548435475+0j)
275,(1.6223128624186255e-07+0j),(-3.6086659687985517e-07+0j),(0.006402800676992953+0j),(0.11287139282920697-0.03133081423450709j),(0.11287139282920697+0.03133081423450709j),(0.012068147990091968+0.0287729861013225j),(0.012068147990091968-0.0287729861013225j),(0.05966057250259281+0j),(-0.013742836841631512+0j),(-0.010293075484354623+0j)
276,(1.6223128651424593e-07+0j),(-3.608665971144549e-07+0j),(0.0064028006769930555+0j),(0.11287139282920704-0.031330814234507134j),(0.11287139282920704+0.031330814234507134j),(0.012068147990092096+0.028772986101322562j),(0.012068147990092096-0.028772986101322562j),(0.05966057250259289+0j),(-0.013742836841631545+0j),(-0.01029307548435471+0j)
277,(1.6223128646129973e-07+0j),(-3.608665969918068e-07+0j),(0.006402800676993098+0j),(0.11287139282920698-0.031330814234507114j),(0.11287139282920698+0.031330814234507114j),(0.01206814799009205+0.0287729861013225j),(0.01206814799009205-0.0287729861013225j),(0.05966057250259294+0j),(-0.01374283684163143+0j),(-0.010293075484354776+0j)
278,(1.6223128630370496e-07+0j),(-3.608665968547195e-07+0j),(0.006402800676992864+0j),(0.11287139282920679-0.031330814234507114j),(0.11287139282920679+0.031330814234507114j),(0.012068147990091992+0.028772986101322548j),(0.012068147990091992-0.028772986101322548j),(0.05966057250259273+0j),(-0.013742836841631474+0j),(-0.010293075484354786+0j)
279,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
280,(0.019973235229793225+0j),(-0.017252167429906925+0j),(0.00812344263295825+0j),(-0.01365957020515861+0.006972068710460043j),(-0.01365957020515861-0.006972068710460043j),(-0.008833766092721202+0.006133645324478195j),(-0.008833766092721202-0.006133645324478195j),(-0.004196160420670067+0j),(-0.014382258037325645+0j),(0.01414113309716579+0j)
281,(0.01997323522979186+0j),(-0.017252167429905065+0j),(0.008123442632957344+0j),(-0.01365957020516017+0.006972068710460006j),(-0.01365957020516017-0.006972068710460006j),(-0.008833766092722453+0.0061336453244782j),(-0.008833766092722453-0.0061336453244782j),(-0.0041961604206697005+0j),(-0.014382258037326049+0j),(0.01414113309716513+0j)
282,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
283,(-1.3701434276119063e-08+0j),(2.8634052870007634e-08+0j),(-0.0003833518057140879+0j),(0.014296127642823463-0.0021778011502724876j),(0.014296127642823463+0.0021778011502724876j),(-0.007447500122419665+0.0038439709083049347j),(-0.007447500122419665-0.0038439709083049347j),(0.02898141507888198+0j),(-0.0054710259383398355+0j),(0.010024227172045264+0j)
284,(-1.3701434208457549e-08+0j),(2.8634052730898477e-08+0j),(-0.00038335180571392774+0j),(0.014296127642823364-0.002177801150272614j),(0.014296127642823364+0.002177801150272614j),(-0.007447500122419709+0.0038439709083049j),(-0.007447500122419709-0.0038439709083049j),(0.028981415078881963+0j),(-0.005471025938340034+0j),(0.010024227172045675+0j)
285,(-1.370143421256665e-08+0j),(2.8634052745424027e-08+0j),(-0.0003833518057140009+0j),(0.014296127642823514-0.0021778011502725427j),(0.014296127642823514+0.0021778011502725427j),(-0.007447500122419497+0.003843970908304864j),(-0.007447500122419497-0.003843970908304864j),(0.02898141507888191+0j),(-0.005471025938339755+0j),(0.010024227172045394+0j)
286,(-1.370143417885899e-08+0j),(2.8634052704199654e-08+0j),(-0.00038335180571393034+0j),(0.014296127642823559-0.002177801150272554j),(0.014296127642823559+0.002177801150272554j),(-0.007447500122419499+0.0038439709083048943j),(-0.007447500122419499-0.0038439709083048943j),(0.028981415078881835+0j),(-0.00547102593833977+0j),(0.010024227172045451+0j)
287,(-1.3701434367578994e-08+0j),(2.8634052824272587e-08+0j),(-0.00038335180571410306+0j),(0.014296127642823597-0.002177801150272586j),(0.014296127642823597+0.002177801150272586j),(-0.007447500122419399+0.0038439709083048774j),(-0.007447500122419399-0.0038439709083048774j),(0.028981415078881797+0j),(-0.005471025938339649+0j),(0.010024227172045428+0j)
288,(3.23450607587676e-09+0j),(-1.1422960103029775e-08+0j),(0.0006214353332821994+0j),(-0.05216856731828372-0.02324650534193754j),(-0.05216856731828372+0.02324650534193754j),(0.0078736196213263+0.008370267234181236j),(0.0078736196213263-0.008370267234181236j),(-0.07772650507880499+0j),(0.026008940676511046+0j),(-0.0016936631782784868+0j)
289,(3.2345069440124636e-09+0j),(-1.1422960922605657e-08+0j),(0.0006214353332824486+0j),(-0.05216856731828367-0.02324650534193767j),(-0.05216856731828367+0.02324650534193767j),(0.00787361962132615+0.008370267234181222j),(0.00787361962132615-0.008370267234181222j),(-0.07772650507880476+0j),(0.026008940676510703+0j),(-0.0016936631782781834+0j)
290,(-0.0007290213432895712+0j),(0.000680276258675618+0j),(-0.06127353468402011+0j),(-0.02898889333483763+0.02556484181551553j),(-0.02898889333483763-0.02556484181551553j),(0.010088123203373696-0.020048988321105014j),(0.010088123203373696+0.020048988321105014j),(-0.0911065707781429+0j),(0.08029320897364374+0j),(-0.037902851270465415+0j)
291,(-0.000729021343289648+0j),(0.0006802762586755577+0j),(-0.06127353468402019+0j),(-0.02898889333483761+0.025564841815515566j),(-0.02898889333483761-0.025564841815515566j),(0.010088123203373729-0.020048988321105052j),(0.010088123203373729+0.020048988321105052j),(-0.09110657077814299+0j),(0.0802932089736438+0j),(-0.0379028512704654+0j)
292,(8.07474510339443e-05+0j),(-8.045857628922295e-05+0j),(-0.0041741619508446496+0j),(0.03834941533077826-0.03089512649439472j),(0.03834941533077826+0.03089512649439472j),(0.0888985073409101+0.012858389738008569j),(0.0888985073409101-0.012858389738008569j),(-0.021139563210141123+0j),(0.0410718457102283+0j),(0.005335769389949135+0j)
293,(0.005604879737986109+0j),(-0.004987988086086407+0j),(0.17762385364179592+0j),(-0.020468526856013185-0.04478835770131012j),(-0.020468526856013185+0.04478835770131012j),(-0.18557828686765757-1.134210634569324e-16j),(-0.18557828686765757+1.134210634569324e-16j),(0.18882513195000405+0j),(-0.2452150247254866+0j),(0.1237473024335321+0j)
294,(1.3525472188658895e-09+0j),(-4.245961334966014e-09+0j),(0.0002073875859230012+0j),(-0.023437938804800253+0.002720254419153852j),(-0.023437938804800253-0.002720254419153852j),(0.00010953781536438548+0.006303180893638746j),(0.00010953781536438548-0.006303180893638746j),(-0.03757229448267008+0j),(0.01272177998866231+0j),(-0.01048148107856768+0j)
295,(1.3525471952891876e-09+0j),(-4.245961349215758e-09+0j),(0.00020738758592276203+0j),(-0.02343793880480039+0.0027202544191538337j),(-0.02343793880480039-0.0027202544191538337j),(0.00010953781536441083+0.006303180893638781j),(0.00010953781536441083-0.006303180893638781j),(-0.03757229448267034+0j),(0.012721779988662373+0j),(-0.010481481078567558+0j)
296,(0.0007104558755550568+0j),(-0.0006400757502864383+0j),(-0.06346837136847465+0j),(0.0005217803385173694+0.010937484219747592j),(0.0005217803385173694-0.010937484219747592j),(0.047985293664232556+0.03720145907625275j),(0.047985293664232556-0.03720145907625275j),(-0.06021886433045912+0j),(0.047747974814977556+0j),(-0.019595094266098328+0j)
