,0
265,8.04440511624e-06
266,0.263907672805
267,0.0454052579757
268,8.04440511624e-06
269,0.450775067081
270,7.7453334366e-06
271,7.7453334366e-06
272,7.7453334366e-06
273,0.170247146419
274,7.7453334366e-06
275,7.7453334366e-06
276,0.702811060244
277,7.7453334366e-06
278,7.7453334366e-06
279,0.126887576003
280,8.65725911177e-06
281,8.65725911177e-06
282,8.65725911177e-06
283,0.999922084668
284,8.65725911177e-06
285,8.65725911177e-06
286,8.65725911177e-06
287,8.65725911177e-06
288,8.65725911177e-06
289,8.65725911177e-06
290,6.84415851071e-06
291,6.84415851071e-06
292,6.84415851071e-06
293,0.853181794456
294,0.0690187440846
295,6.84415851071e-06
296,6.84415851071e-06
297,0.00292472677233
298,6.84415851071e-06
299,0.0748336697364
300,7.70356675141e-06
301,7.70356675141e-06
302,7.70356675141e-06
303,0.999904305857
304,7.70356675141e-06
305,7.70356675141e-06
306,7.70356675141e-06
307,7.70356675141e-06
308,7.70356675141e-06
309,3.40656085986e-05
310,7.5751836982e-06
311,0.0031031171642
312,7.5751836982e-06
313,0.967078339455
314,0.0133539977079
315,7.5751836982e-06
316,0.00135071395332
317,7.5751836982e-06
318,7.5751836982e-06
319,0.0150759558008
320,7.18855581914e-06
321,0.0239630205679
322,0.0892422054277
323,7.18855581914e-06
324,0.242585745336
325,7.18855581914e-06
326,0.524615944256
327,7.18856140173e-06
328,7.18855581914e-06
329,0.119557141628
330,8.39560070523e-06
331,8.39560070523e-06
332,8.39560070523e-06
333,0.0638907915031
334,8.39560070523e-06
335,0.520505593344
336,0.415471194277
337,8.39560070523e-06
338,8.39560070523e-06
339,8.20472712934e-05
340,6.39754334336e-06
341,6.39754334336e-06
342,0.00873845012383
343,6.39754334336e-06
344,6.39754334336e-06
345,6.39754334336e-06
346,0.775855408604
347,0.0765655278231
348,0.00695339581341
349,0.131855229919
350,7.09169562442e-06
351,0.167995511993
352,0.126828965921
353,0.328442795303
354,7.09169562442e-06
355,7.09169562442e-06
356,0.0930113972185
357,7.09169562442e-06
358,0.0126699554894
359,0.271023007292
360,0.00592784325819
361,7.106815436e-06
362,7.106815436e-06
363,0.957218241323
364,7.106815436e-06
365,7.106815436e-06
366,0.0152055077357
367,7.106815436e-06
368,0.0165167600732
369,0.00509611353255
370,0.00429190864351
371,0.00573036305096
372,0.0722654396055
373,0.704574968715
374,7.72737810061e-06
375,7.72737810061e-06
376,0.149095077452
377,7.72737810061e-06
378,0.00277947001744
379,0.0612395903814
380,6.32471064449e-06
381,6.32471064449e-06
382,0.000680215056317
383,0.934984682904
384,6.32471064449e-06
385,6.32471064449e-06
386,6.32471064449e-06
387,6.32471064449e-06
388,6.32471064449e-06
389,0.0642908290656
390,6.24570607707e-06
391,6.24570607707e-06
392,0.134195624648
393,0.1048162039
394,6.24570607707e-06
395,6.24570607707e-06
396,0.740002487875
397,6.24570607707e-06
398,8.9410824639e-06
399,0.0209455139639
400,5.54908162699e-06
401,5.54908162699e-06
402,0.0190047965207
403,5.54908162699e-06
404,5.54908162699e-06
405,0.198186392263
406,0.101515975742
407,5.54908162699e-06
408,0.0880656126714
409,0.593199477395
410,0.00313203117045
411,6.55694708544e-06
412,0.000550343724949
413,0.922017487728
414,6.55694708544e-06
415,6.55694708544e-06
416,0.0123828251915
417,6.55694708544e-06
418,6.55694708544e-06
419,0.06188452745
420,7.46770218804e-06
421,7.46770218804e-06
422,7.46770218804e-06
423,7.46770218804e-06
424,0.0135624600322
425,0.0108217434631
426,0.872543131289
427,0.0865327550447
428,7.46770218804e-06
429,0.01650257166
430,1.03188525436e-05
431,1.03188525436e-05
432,0.0218463289149
433,0.571409412005
434,1.03188525436e-05
435,0.00339994101365
436,0.403282404951
437,1.03188525436e-05
438,1.03188525436e-05
439,1.03188525436e-05
440,7.35781031565e-06
441,7.35781031565e-06
442,0.399245078083
443,7.35781031565e-06
444,7.35781031565e-06
445,0.0512160535885
446,0.534947259158
447,7.35781031565e-06
448,0.00905868676233
449,0.00549613335698
450,7.21448668927e-06
451,0.0377858614366
452,0.0169654064677
453,7.21448668927e-06
454,0.29416683897
455,7.21448668927e-06
456,0.18859538516
457,0.03147385943
458,7.21448668927e-06
459,0.430983790588
460,7.75735008921e-06
461,7.75735008921e-06
462,7.75735008921e-06
463,0.160788980813
464,0.0120551769649
465,7.75735008921e-06
466,0.221359869398
467,7.75735008921e-06
468,7.75735008921e-06
469,0.605749428723
470,0.00912545713965
471,6.93433187712e-06
472,6.93433187712e-06
473,0.112968073593
474,0.00471277755554
475,6.93433187712e-06
476,0.675275462681
477,0.0747719123705
478,6.93433187712e-06
479,0.123118579332
480,7.07163566933e-06
481,7.07163566933e-06
482,7.07163566933e-06
483,0.436010124939
484,7.07163566933e-06
485,7.07163566933e-06
486,0.45062107821
487,7.07163566933e-06
488,7.07163566933e-06
489,0.113319295401
490,6.97301443414e-06
491,6.97301443414e-06
492,0.198427554859
493,0.0113302332392
494,6.97301443414e-06
495,6.97301443414e-06
496,0.723211450302
497,0.0138527730447
498,0.0172025946186
499,0.0359475018785
500,7.37952918604e-06
501,7.37952918604e-06
502,0.184247031935
503,0.0547131806021
504,7.37952918604e-06
505,0.000515867740504
506,0.732541574776
507,7.37952918604e-06
508,7.37952918604e-06
509,0.0279454473006
510,6.90560044196e-06
511,6.90560044196e-06
512,0.0597722165545
513,6.90560044196e-06
514,6.90560044196e-06
515,0.0139180890569
516,0.920103240164
517,6.90560044196e-06
518,6.90560044196e-06
519,0.00616502062159
520,6.85353985333e-06
521,0.0022448432286
522,6.85353985333e-06
523,0.186256409589
524,0.011260100745
525,6.85353985333e-06
526,1.87026466453e-05
527,6.85353985333e-06
528,6.85353985333e-06
529,0.800185676091
530,0.0442790936935
531,7.12707576082e-06
532,7.12707576082e-06
533,0.774785035115
534,0.041435026711
535,7.12707576082e-06
536,0.0980230408389
537,0.0371716196815
538,7.12707576082e-06
539,0.00427767565728
540,7.88581342165e-06
541,7.88581342165e-06
542,7.88581342165e-06
543,0.193760554856
544,0.0116080728516
545,7.88581342165e-06
546,0.0459616248139
547,7.88581342165e-06
548,7.88581342165e-06
549,0.748622432598
550,6.48887158523e-06
551,6.48887158523e-06
552,0.00673897920138
553,0.00207987593156
554,6.48887158523e-06
555,6.48887158523e-06
556,0.854727040452
557,0.116443888983
558,0.00518889498294
559,0.0147953649629
560,9.30146032927e-06
561,9.30146032927e-06
562,0.0237960433926
563,0.262498831327
564,9.30146032927e-06
565,9.30146032927e-06
566,0.713640015058
567,9.30146032927e-06
568,9.30146032927e-06
569,9.30146032927e-06
570,7.77544514423e-06
571,0.00378646923939
572,7.77544514423e-06
573,0.0846838568246
574,7.77544514423e-06
575,0.0097817707054
576,0.054524553538
577,0.00431593768285
578,0.0407884048938
579,0.802095680781
580,6.94396222485e-06
581,0.00340501606526
582,0.0575998813163
583,6.94396222485e-06
584,0.0344582488341
585,0.0111852121364
586,0.561153086173
587,0.0150201319028
588,6.94396222485e-06
589,0.317157591686
590,0.00375567415504
591,6.80225834977e-06
592,6.80225834977e-06
593,0.0185088377091
594,6.80225834977e-06
595,0.58042950085
596,0.268848942136
597,6.80225834977e-06
598,6.80225834977e-06
599,0.128423033858
600,5.75340889477e-06
601,0.238228326593
602,5.75340889477e-06
603,0.0739859803593
604,0.0115325278256
605,5.75340889477e-06
606,0.645585985145
607,5.75340889477e-06
608,5.75340889477e-06
609,0.0306384130329
610,8.41679993267e-06
611,8.41679993267e-06
612,8.41679993267e-06
613,0.786590141703
614,8.41679993267e-06
615,0.0138269760105
616,0.181855189836
617,0.0114489310811
618,8.41679993267e-06
619,0.0062366773692
620,0.0519534025455
621,0.0224897130443
622,7.1321589045e-06
623,0.00676216650252
624,7.1321589045e-06
625,0.255669950203
626,0.498138792294
627,7.1321589045e-06
628,0.164763196323
629,0.000201382610946
630,8.71004267921e-06
631,8.71004267921e-06
632,8.71004267921e-06
633,0.998308740024
634,8.71004267921e-06
635,8.71004267921e-06
636,8.71004267921e-06
637,8.71004267921e-06
638,8.71004267921e-06
639,0.00162157963499
640,5.93788967401e-06
641,0.0212378987694
642,0.0263568693336
643,5.94026082221e-06
644,0.151933149009
645,5.93788967401e-06
646,0.213353271057
647,0.0016488008825
648,5.93788967401e-06
649,0.58544625702
650,9.43307235166e-06
651,9.43307235166e-06
652,9.43307235166e-06
653,0.768267115397
654,9.43307235166e-06
655,9.43307235166e-06
656,0.19290971318
657,0.0387571399163
658,9.43307235166e-06
659,9.43307235166e-06
660,5.00475451679e-06
661,5.00475451679e-06
662,0.0572216677005
663,0.097543507458
664,5.00475451679e-06
665,0.00601044473394
666,0.745768604901
667,5.00475451679e-06
668,0.00867311868201
669,0.0847626375068
670,2.95237814059e-06
671,0.0471197243316
672,0.0231196676043
673,0.0524557420608
674,2.95237814059e-06
675,0.176932111953
676,0.547354443052
677,0.000201962690514
678,0.0115799142685
679,0.141230529283
680,5.86475866518e-06
681,0.0484615028042
682,0.00389262540473
683,0.0923682249685
684,5.86475866518e-06
685,0.0218050032482
686,0.406253423633
687,5.86475866518e-06
688,5.86475866518e-06
689,0.427195760906
690,7.01705143499e-06
691,7.01705143499e-06
692,0.00613165331955
693,0.0329305911211
694,7.01705143499e-06
695,0.0661121862336
696,0.871177751289
697,7.01705143499e-06
698,7.01705143499e-06
699,0.0236127327792
700,7.56944970101e-06
701,7.56944970101e-06
702,0.0875706279108
703,0.0402358209217
704,7.56944970101e-06
705,0.0106436009452
706,0.859147493799
707,7.56944970101e-06
708,0.000980933588536
709,0.00139124503594
710,0.00528495682653
711,6.23791404154e-06
712,0.0885272086154
713,0.35338387135
714,6.23791404154e-06
715,0.0183917852779
716,0.433298896081
717,6.23791404154e-06
718,6.23791404154e-06
719,0.101088330193
720,0.0139008627175
721,7.98020908148e-06
722,0.125648888933
723,0.121463621733
724,0.00192943973259
725,7.98020908148e-06
726,0.602728571403
727,0.0259471983345
728,0.000389763580969
729,0.107975693148
730,8.11622433244e-06
731,8.11622433244e-06
732,8.11622433244e-06
733,8.11622433244e-06
734,0.00378923873104
735,0.383445253819
736,0.542719239606
737,8.11622433244e-06
738,8.11622433244e-06
739,0.0699975704984
740,7.22491149483e-06
741,7.22491149483e-06
742,7.22491149483e-06
743,0.0234285881098
744,0.00853483866113
745,7.22491149483e-06
746,0.872597282421
747,0.0235887789249
748,7.22491149483e-06
749,0.071814387326
750,0.0027531875163
751,8.14929508598e-06
752,8.14929508598e-06
753,0.0888126174731
754,0.000736442294812
755,0.550293006126
756,0.339078797011
757,8.14929508598e-06
758,8.14929508598e-06
759,0.0182933523986
760,6.07865783235e-06
761,6.07865783235e-06
762,6.07865783235e-06
763,0.418405260277
764,0.013634221707
765,6.07865783235e-06
766,0.140419857324
767,6.07865783235e-06
768,0.171082441569
769,0.256427825834
770,7.11186971055e-06
771,7.11186971055e-06
772,7.11186971055e-06
773,0.825706521087
774,7.11186971055e-06
775,7.11186971055e-06
776,7.11186971055e-06
777,7.11186971055e-06
778,7.11186971055e-06
779,0.174236583955
780,7.17308657916e-06
781,0.0117966335224
782,0.0352330046677
783,0.834108881119
784,0.0120993077856
785,7.17308657916e-06
786,7.17308657916e-06
787,7.17308657916e-06
788,7.17308657916e-06
789,0.106726307472
790,5.97692905385e-06
791,5.97692905385e-06
792,5.97692905385e-06
793,0.0922264837495
794,5.97692905385e-06
795,0.00116504584012
796,0.0786307063039
797,5.97692905385e-06
798,0.00905180419531
799,0.818896075266
800,5.17036347655e-06
801,5.17036347655e-06
802,5.17036347655e-06
803,0.0011968702931
804,5.17036347655e-06
805,0.275521296919
806,0.723226851392
807,5.17036347655e-06
808,5.17036347655e-06
809,2.3959214895e-05
810,6.47626449064e-06
811,6.47626449064e-06
812,6.47626449064e-06
813,0.834437001481
814,0.0160033681341
815,6.47626449064e-06
816,0.00737682091914
817,6.47626449064e-06
818,6.47626449064e-06
819,0.142143951879
820,7.05666502011e-06
821,7.05666502011e-06
822,0.178272243089
823,0.0637754413057
824,7.05666502011e-06
825,7.05666502011e-06
826,0.742329606605
827,7.05666502011e-06
828,7.05666502011e-06
829,0.0155803690109
830,6.45119669699e-06
831,6.45119669699e-06
832,0.152069866065
833,0.0247848090497
834,6.45119669699e-06
835,6.45119669699e-06
836,0.0838021991564
837,6.45119669699e-06
838,0.631350007495
839,0.10796086225
840,5.51845924618e-06
841,5.51845924618e-06
842,0.00702546724522
843,0.0786282430697
844,5.51845924618e-06
845,5.51845924618e-06
846,0.0417085626042
847,5.51845924618e-06
848,0.0509620657887
849,0.821648068996
850,7.17823558969e-06
851,0.00400227418991
852,0.126458888249
853,7.17825759256e-06
854,0.0343051218523
855,0.0100704382317
856,0.603952865507
857,7.17823558969e-06
858,7.17823558969e-06
859,0.221181699005
860,5.98766540926e-06
861,0.0311082884274
862,0.00967336569043
863,5.98766540926e-06
864,5.98766540926e-06
865,0.517634888922
866,0.271166367509
867,5.98766540926e-06
868,0.00196327994563
869,0.168429858844
870,6.18008775725e-06
871,6.18008775725e-06
872,6.18008775725e-06
873,0.544843507123
874,0.0217590756283
875,0.00458780433414
876,0.0630056194568
877,6.18008775725e-06
878,0.0996618740938
879,0.266117399012
880,0.00249518834068
881,6.63525977042e-06
882,6.63525977042e-06
883,0.813696890734
884,6.63525977042e-06
885,6.63525977042e-06
886,0.000363573557821
887,6.63525977042e-06
888,0.15610221996
889,0.0273089511087
890,0.00516948663015
891,5.66540139369e-06
892,0.184034064767
893,0.0225520578578
894,5.66540139369e-06
895,5.66540139369e-06
896,0.00250721516595
897,5.66540139369e-06
898,0.142013529349
899,0.643700984624
900,0.0125129522438
901,0.0180877351658
902,7.25636746245e-06
903,0.151072335352
904,0.00556942368065
905,7.25636746245e-06
906,0.313559782405
907,7.25636746245e-06
908,7.25636746245e-06
909,0.499168745683
910,8.14265939256e-06
911,8.14265939256e-06
912,8.14265939256e-06
913,8.14265939256e-06
914,8.14265939256e-06
915,8.14265939256e-06
916,0.89041462837
917,0.0711557378599
918,8.14265939256e-06
919,0.0383726351542
920,6.01286753653e-06
921,6.01286753653e-06
922,6.01286753653e-06
923,6.01286753653e-06
924,0.092117900135
925,0.0560633853959
926,0.13507626514
927,6.01286753653e-06
928,0.348515851218
929,0.368196533773
930,6.4263222158e-06
931,0.217639784274
932,6.4263222158e-06
933,0.221902376791
934,6.4263222158e-06
935,6.4263222158e-06
936,0.438448720205
937,6.4263222158e-06
938,6.4263222158e-06
939,0.121970560797
940,6.69747505191e-06
941,6.69747505191e-06
942,6.69747505191e-06
943,0.757532749444
944,6.69747505191e-06
945,0.000760943661118
946,0.0241866512355
947,6.69747505191e-06
948,0.00333063379906
949,0.214155534485
950,8.40265523906e-06
951,0.0242281363734
952,8.40265523906e-06
953,0.152840631671
954,8.40265523906e-06
955,8.40265523906e-06
956,0.0894514836223
957,8.40265523906e-06
958,0.0139283802797
959,0.719509354778
960,0.99925062448
961,8.32639467111e-05
962,8.32639467111e-05
963,8.32639467111e-05
964,8.32639467111e-05
965,8.32639467111e-05
966,8.32639467111e-05
967,8.32639467111e-05
968,8.32639467111e-05
969,8.32639467111e-05
970,0.00129119233134
971,8.4309923278e-06
972,0.0074398018178
973,0.029413495166
974,8.4309923278e-06
975,0.43760033695
976,0.524213018773
977,8.4309923278e-06
978,8.4309923278e-06
979,8.4309923278e-06
980,6.39754334336e-06
981,6.39754334336e-06
982,0.00110918762348
983,0.72888339578
984,0.0702893578482
985,6.39754334336e-06
986,0.127849762503
987,0.0205206407165
988,6.39754334336e-06
989,0.0513220653558
990,0.0185206600731
991,7.60977094589e-06
992,7.60977094589e-06
993,0.0142268656907
994,0.0126506322662
995,7.60977094589e-06
996,0.931833938313
997,7.60977094589e-06
998,7.60977094589e-06
999,0.0227298548022
1000,0.000920409236939
1001,5.87854917406e-06
1002,0.0721142134892
1003,0.022503742
1004,5.87854917406e-06
1005,0.0127364702429
1006,0.118480390075
1007,5.87854917406e-06
1008,0.643180660301
1009,0.130046479007
1010,7.66224810359e-06
1011,7.66224810359e-06
1012,7.66224810359e-06
1013,0.0722977219075
1014,0.185354641509
1015,7.66224810359e-06
1016,0.19599729571
1017,0.0175426137553
1018,7.66224810359e-06
1019,0.528769415878
1020,0.998336414048
1021,0.000184842883549
1022,0.000184842883549
1023,0.000184842883549
1024,0.000184842883549
1025,0.000184842883549
1026,0.000184842883549
1027,0.000184842883549
1028,0.000184842883549
1029,0.000184842883549
1030,7.69171602184e-06
1031,7.69171602184e-06
1032,0.00777374597713
1033,0.650653698141
1034,0.0145254752579
1035,7.69171602184e-06
1036,0.228317112719
1037,0.0905694393765
1038,7.69171602184e-06
1039,0.008129761664
1040,6.75630024998e-06
1041,0.0221239757546
1042,0.00454117300667
1043,0.0326888099475
1044,6.75630024998e-06
1045,6.75630024998e-06
1046,0.94060550349
1047,6.75630024998e-06
1048,6.75630024998e-06
1049,6.75630024998e-06
1050,6.08976310822e-06
1051,6.08976310822e-06
1052,6.08976310822e-06
1053,0.80725505488
1054,6.08976310822e-06
1055,6.08976310822e-06
1056,0.0649459572563
1057,0.0110483826308
1058,6.08976310822e-06
1059,0.116714066654
1060,5.85103270727e-06
1061,5.85103270727e-06
1062,5.85103270727e-06
1063,0.0363501360243
1064,5.85103270727e-06
1065,0.544383973336
1066,0.41922493341
1067,5.85103270727e-06
1068,5.85103270727e-06
1069,5.85103376213e-06
1070,6.24570607707e-06
1071,0.00818943237272
1072,0.1235099693
1073,0.0336359455366
1074,6.24570607707e-06
1075,6.24570607707e-06
1076,0.0684545596738
1077,0.00818287840591
1078,0.680880766365
1079,0.0771277112278
1080,6.40163881954e-06
1081,0.0410709479428
1082,6.40163881954e-06
1083,6.40163881954e-06
1084,0.0112293266247
1085,0.360986181166
1086,0.25547838804
1087,6.40163881954e-06
1088,0.00484964221653
1089,0.326359907455
1090,0.097335838216
1091,0.0719428830969
1092,6.2146541545e-06
1093,6.2146541545e-06
1094,6.2146541545e-06
1095,6.2146541545e-06
1096,0.779616029019
1097,0.0493762581903
1098,6.2649315357e-06
1099,0.00169786792953
1100,5.85788764571e-06
1101,0.388832490556
1102,5.85788764571e-06
1103,5.85788764571e-06
1104,0.018032319284
1105,0.165506265277
1106,0.358223969868
1107,0.0431845800145
1108,5.85788764571e-06
1109,0.0261969434495
1110,6.39754334336e-06
1111,0.0168530099772
1112,6.39754334336e-06
1113,0.66304434481
1114,0.00774586353741
1115,6.39754334336e-06
1116,0.0975315777302
1117,6.39754334336e-06
1118,0.0138718556196
1119,0.200927758152
1120,6.18390946757e-06
1121,0.0119867243462
1122,0.00373237840115
1123,0.800906971107
1124,6.18390946757e-06
1125,0.00435268860844
1126,0.154555474998
1127,6.18390946757e-06
1128,0.0198858606929
1129,0.00456135011795
1130,6.36496722042e-06
1131,6.36496722042e-06
1132,0.0045515279387
1133,0.097100697365
1134,6.36496722042e-06
1135,0.00478169023783
1136,0.697664966491
1137,0.00872912910973
1138,8.05486396119e-05
1139,0.187072345317
1140,6.45119669699e-06
1141,0.0914043330539
1142,0.151911016541
1143,0.318572867964
1144,6.45119669699e-06
1145,0.149267061276
1146,0.0337817780819
1147,6.45119669699e-06
1148,0.0013131373398
1149,0.253730452153
1150,0.0381433753907
1151,0.0144603611648
1152,0.0943973723948
1153,0.0257644417859
1154,0.0652826010332
1155,4.78446007368e-06
1156,0.242787588366
1157,4.78446007368e-06
1158,0.00862032954041
1159,0.510534361404
1160,7.48446972532e-06
1161,0.0213898332276
1162,7.48446972532e-06
1163,0.353867385061
1164,7.48446972532e-06
1165,7.48446972532e-06
1166,0.528874199219
1167,7.48446972532e-06
1168,7.48446972532e-06
1169,0.0958236756739
1170,7.33084084745e-06
1171,0.0140142226654
1172,7.33084084745e-06
1173,0.0643885471849
1174,0.00909702978428
1175,7.33084084745e-06
1176,1.29047028265e-05
1177,7.33084084745e-06
1178,7.33084084745e-06
1179,0.912450641458
1180,7.37952918604e-06
1181,7.37952918604e-06
1182,0.013674277144
1183,0.910801938722
1184,7.37952918604e-06
1185,7.37952918604e-06
1186,7.5345390676e-06
1187,7.37952918604e-06
1188,7.37952918604e-06
1189,0.0754719724197
1190,6.08605684377e-06
1191,0.0457691929292
1192,0.0329804709857
1193,0.00038065095724
1194,0.169990420825
1195,5.16670562966e-05
1196,0.327551094924
1197,0.00084401779014
1198,6.08605684377e-06
1199,0.422420312419
1200,6.69299243692e-06
1201,0.116056855677
1202,0.0167368533528
1203,0.0711982521617
1204,0.0041106275927
1205,0.0130037122558
1206,0.0434633246554
1207,6.69299243692e-06
1208,6.69299243692e-06
1209,0.735410295327
1210,7.5352271871e-06
1211,0.00671274868775
1212,0.0156904507659
1213,0.0327699014682
1214,0.0097279449154
1215,0.509827890911
1216,0.341661653322
1217,0.00308678842942
1218,7.5352271871e-06
1219,0.0805075510463
1220,7.0967284082e-06
1221,7.0967284082e-06
1222,0.517802673351
1223,0.0317001540809
1224,7.0967284082e-06
1225,0.000526603503
1226,0.265152489874
1227,7.0967284082e-06
1228,0.130306836391
1229,0.0544828558861
1230,5.52761041402e-06
1231,5.52761041402e-06
1232,5.52761041402e-06
1233,0.740888410991
1234,5.52761041402e-06
1235,5.52761041402e-06
1236,0.259067368125
1237,5.52761041402e-06
1238,5.52761041402e-06
1239,5.52761041402e-06
1240,0.0227294080465
1241,0.0104437877588
1242,7.5352271871e-06
1243,0.0180677744761
1244,7.5352271871e-06
1245,0.0236960874659
1246,0.810076683342
1247,0.00837807569118
1248,7.5352271871e-06
1249,0.106585577538
1250,7.70950582068e-06
1251,7.70950582068e-06
1252,0.0204714883095
1253,7.70950582068e-06
1254,7.70950582068e-06
1255,0.305044777504
1256,0.303084028071
1257,7.70950582068e-06
1258,0.022897048199
1259,0.348464110387
1260,7.83637645953e-06
1261,7.83637645953e-06
1262,0.0263959235095
1263,4.23165829233e-05
1264,0.00249284353238
1265,0.0588312816382
1266,0.675603664216
1267,7.83637645953e-06
1268,7.83637645953e-06
1269,0.236602625015
1270,7.27219838557e-06
1271,7.27219838557e-06
1272,7.27219838557e-06
1273,0.0228429589169
