	1987	Topic3	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016
0	0.0462713451847	state	0.0474763796307	0.0495113658298	0.0523533970177	0.0556007354624	0.0588355857461	0.0615589775456	0.0633570761512	0.0644399571535	0.0648496062369	0.0650155595344	0.0647535878709	0.0637383936591	0.0620119693696	0.0592506827338	0.0556051247487	0.0517440525463	0.047734227434	0.0440133940084	0.0412897794554	0.0397632836855	0.0392692208703	0.0393513592147	0.0399316427356	0.04088587452	0.0422634026977	0.044347505452	0.0464802863617	0.0483067036613	0.0494177328209
1	0.0398729997791	learning	0.0398002662083	0.0391145356013	0.037411269523	0.0351090225466	0.0327388401283	0.0304457104176	0.0284094806895	0.0265920767425	0.0250154121043	0.0239298646881	0.0235366417053	0.02399923702	0.0249311111453	0.0263118126137	0.027861855395	0.0296051124449	0.0311056384908	0.0314903645578	0.0305583815864	0.028816646137	0.0270329604429	0.0255412370738	0.0246571163775	0.0244998607439	0.0256109829227	0.0283371130182	0.0325592730878	0.0375871640026	0.0411911916794
2	0.0200708353872	control	0.0200370410945	0.0197517207458	0.018703546428	0.0168665009055	0.0147715856162	0.0128597759298	0.0115915037944	0.0106976036492	0.0101800154307	0.00982168645905	0.0095080123541	0.00947731890357	0.00979392272727	0.0104674241316	0.0114539739171	0.012407258701	0.0125691476975	0.0117936163106	0.0106102014401	0.0094791000807	0.00845341212788	0.0081324207151	0.00849823663404	0.00942500097989	0.0110858233895	0.0132794295381	0.0156130678101	0.0171247530145	0.0182464523321
3	0.0174606327296	value	0.0177438321646	0.0182881789065	0.0189117515429	0.0195631176984	0.0200184777643	0.020417749578	0.0207160733859	0.0206716204138	0.020603944779	0.0204385740974	0.0200292226927	0.0191114657708	0.0181832434526	0.0173757327526	0.0169350630045	0.016928384379	0.017087366941	0.01728558406	0.0177061327018	0.0182832876763	0.0187285774995	0.0185753126123	0.0177573088793	0.0165545965268	0.0151560173855	0.0135619620357	0.0121520598246	0.0111144577056	0.0106060843442
4	0.0158916725148	function	0.0158647100105	0.0158273761737	0.0158950046513	0.0161776756974	0.016738055655	0.0174168630646	0.0179145849663	0.0180396464276	0.0176674978305	0.0168055919422	0.015703461326	0.0147228894036	0.014151466846	0.0141114449311	0.0145798108544	0.0154992498535	0.0165874546297	0.0178743798617	0.0192792454175	0.0204200696449	0.0211949803798	0.0213105857121	0.020743750475	0.019522679608	0.0181113579371	0.0166591787483	0.0154480244352	0.0146221860037	0.0141540693839
5	0.0148108456852	time	0.0151044337742	0.0155096710234	0.0158272487231	0.0160692069704	0.0161782247674	0.0161224783166	0.0159463783676	0.0156278100585	0.0152956817155	0.0151419820682	0.0151427557579	0.0151493639549	0.0151173718462	0.0150222353805	0.0147988038677	0.0143381238529	0.0137155506805	0.0128493275865	0.0119764289306	0.0112307085017	0.0106915271283	0.0104477491658	0.010496332354	0.0107516006523	0.0112632902574	0.0119635370024	0.0126928683219	0.0133105161128	0.0137504254505
6	0.0143778047137	states	0.0148215409017	0.0157015874808	0.0170424833725	0.0186224868818	0.020153051466	0.0214305162499	0.0222455438275	0.0226405577949	0.0227785635753	0.0228812352109	0.0227607575763	0.0222298863225	0.0213892515315	0.02010077056	0.0187891550739	0.0176873769852	0.0168531186523	0.0159563757268	0.0153436122129	0.0149728204502	0.0148987915635	0.0148267486836	0.0148664558544	0.0149462032947	0.0152752646745	0.016013904903	0.0167088599384	0.0172386369817	0.0174304558423
7	0.0126299322728	reinforcement	0.0127544221071	0.0129174663552	0.0129997109624	0.0129229862461	0.0125265794251	0.0118721636148	0.0111185858666	0.0103491109618	0.0096686040644	0.00905210725661	0.0086523208228	0.00845693815717	0.00843861841796	0.00863370994314	0.00891882070433	0.0093035674717	0.00966946162111	0.00995530718332	0.0100673858941	0.0100850861585	0.0100596291713	0.00985286587303	0.0094649166683	0.00896943502684	0.00880418189951	0.00920144943072	0.0104021141437	0.0123180393415	0.0138315342365
8	0.0124162139046	optimal	0.0124971852201	0.01257600023	0.012535993901	0.0122275555668	0.0117113060992	0.011152675244	0.0106643283955	0.0102193197419	0.00978559340629	0.00939443569414	0.00904047104658	0.00879313393148	0.00871456138723	0.00883084635802	0.00915858501177	0.00956283585264	0.00997326038357	0.0102511106371	0.0104302215881	0.0106265603165	0.0108705985824	0.011164538804	0.0114424356416	0.0116576909501	0.0117621715542	0.0118268060862	0.01182145376	0.0118363484593	0.0118617876042
9	0.0111455081681	policy	0.011647289898	0.0125511299504	0.013890202502	0.0156101706774	0.0174486424526	0.0193100887537	0.0211861533212	0.0230993631262	0.0246770071458	0.0255073184187	0.0259208812161	0.0262397150877	0.0266946610273	0.0273483963243	0.0280528676265	0.0285440911578	0.0290898843372	0.0301308583962	0.0315058676418	0.0334485779532	0.035221261621	0.0362149552929	0.0370259051589	0.0374036485613	0.0361455174998	0.0328219163101	0.0291950601275	0.0263503596135	0.0243591496827
10	0.00988793064936	action	0.0102262861101	0.010792628116	0.011634176185	0.0126847377269	0.0140735788569	0.0155709998625	0.0172149251654	0.0186339117659	0.0194277120759	0.0193608768249	0.0193306492207	0.0192778935172	0.0189736620994	0.0184684644345	0.018088187337	0.0181308745833	0.0182508117474	0.0183603420248	0.0186827784262	0.0195921646589	0.0207875801863	0.0218077984127	0.0214453561271	0.0200817772345	0.0182580094248	0.0162003985642	0.01455180164	0.0137426853537	0.0134370237946
11	0.00914325744714	dynamic	0.00886848872026	0.00847206507786	0.00808029282218	0.00769406758875	0.00735363183718	0.00709034411325	0.00687513980486	0.00668955989587	0.00662139296622	0.00666531220778	0.00672370434322	0.00676201802176	0.00676116463612	0.00664035623829	0.00635106904335	0.00601958959951	0.00566225094195	0.00533211755413	0.0050221249146	0.00481704693049	0.00480192354029	0.00497499178743	0.00533013753055	0.00577973945445	0.00638405909442	0.00703230746655	0.00765903170714	0.00830171257099	0.00886593436455
12	0.00767915989905	step	0.00780052400782	0.0079847703174	0.00825372567872	0.00842534204896	0.00832862472506	0.00800775042825	0.00776033909162	0.0076896732321	0.00771122927461	0.00785500682965	0.00812180795668	0.00850601837416	0.00880052136988	0.00899613142772	0.00901489131069	0.0089390283421	0.00885963031034	0.00877205453463	0.00847457696018	0.00768578585835	0.00704096460803	0.00670483499152	0.00658958411797	0.00670626207283	0.00703060253868	0.00739495910303	0.00780985987668	0.00810639960357	0.0081670408993
13	0.00720817946514	transition	0.00734689163069	0.00764634916919	0.00805754429085	0.0084715899643	0.00885510746819	0.00929555623506	0.00970140395331	0.0100593469447	0.0103285823955	0.0107028240253	0.0110282243367	0.0111065468769	0.0109453806169	0.0105200818641	0.0100418210401	0.00924843886075	0.00861867674127	0.00817214436148	0.00797351834242	0.00808235152683	0.0085852446754	0.00916109464097	0.00980303347371	0.010116405747	0.00983051103884	0.00937173947785	0.00872055739317	0.00801125885181	0.0075907790778
14	0.00660106019881	markov	0.00678403735652	0.00715097225849	0.00773994678995	0.00841892396892	0.00921650328512	0.0100117201126	0.0105628437037	0.0109037469481	0.0111203002448	0.0110471196432	0.0105748671348	0.00993546105218	0.00916326461293	0.0084388993282	0.00778260137637	0.00727974200489	0.00699628065948	0.00687131627243	0.00694465369468	0.00720420641581	0.00759725525978	0.00800844236751	0.00835081332717	0.00839453284166	0.00815560849586	0.00782874973653	0.00746357876331	0.00701517298904	0.00674283752954
15	0.00551346567745	actions	0.0056097521308	0.00573765459057	0.00594275019331	0.00618078803898	0.00645168845724	0.00672474413719	0.00700409323371	0.00734521022295	0.00775768281834	0.00820018228143	0.00865601200751	0.00911673543311	0.00940918684656	0.00953823677823	0.00954828457075	0.00960601736472	0.00972446654857	0.00962813761854	0.00953119735162	0.00951110714592	0.00934785952315	0.00906564120801	0.00871490881272	0.00829035767604	0.00790216299031	0.00767224390892	0.00765153625461	0.00788393026656	0.00804184795879
16	0.0045969640456	reward	0.0047368733938	0.00504038141895	0.00552718659175	0.0062038965721	0.00708061331478	0.00813161053194	0.00924663034373	0.0102846562803	0.0111431736196	0.0117369724499	0.0121768047968	0.0126256052025	0.012954036572	0.0135237637098	0.0142836481803	0.015179444079	0.0163242440228	0.0174725486527	0.0183964839255	0.0191641382473	0.0196336616942	0.0191026198448	0.0178529204116	0.0161617745296	0.0145263214695	0.0130162474732	0.0118154370423	0.0110856938878	0.0105901638385
